FiscalYear,MonthYear,Town,AdmMonth,PrimaryDrug,AdmCount
2015,15-May,Meriden,5,Alcohol,32
2015,15-May,Meriden,5,Heroin,51
2015,15-May,Meriden,5,"Marijuana, Hashish, THC",7
2015,15-May,Meriden,5,Other Opiates and Synthetics,6
2015,15-Jun,Meriden,6,Alcohol,34
2015,15-Jun,Meriden,6,Heroin,54
2015,15-Jun,Meriden,6,Other Opiates and Synthetics,7
2015,14-Jul,Meriden,7,Alcohol,32
2015,14-Jul,Meriden,7,Cocaine,6
2015,14-Jul,Meriden,7,Heroin,30
2015,14-Jul,Meriden,7,"Marijuana, Hashish, THC",7
2015,14-Aug,Meriden,8,Alcohol,35
2015,14-Aug,Meriden,8,Heroin,36
2015,14-Aug,Meriden,8,"Marijuana, Hashish, THC",7
2015,14-Aug,Meriden,8,Other Opiates and Synthetics,8
2015,14-Sep,Meriden,9,Alcohol,37
2015,14-Sep,Meriden,9,Cocaine,8
2015,14-Sep,Meriden,9,Crack,6
2015,14-Sep,Meriden,9,Heroin,41
2015,14-Sep,Meriden,9,"Marijuana, Hashish, THC",7
2015,14-Oct,Meriden,10,Alcohol,46
2015,14-Oct,Meriden,10,Cocaine,7
2015,14-Oct,Meriden,10,Heroin,54
2015,14-Oct,Meriden,10,"Marijuana, Hashish, THC",6
2015,14-Oct,Meriden,10,Other Opiates and Synthetics,7
2015,14-Nov,Meriden,11,Alcohol,23
2015,14-Nov,Meriden,11,Cocaine,7
2015,14-Nov,Meriden,11,Heroin,27
2015,14-Nov,Meriden,11,"Marijuana, Hashish, THC",7
2015,14-Nov,Meriden,11,Other Opiates and Synthetics,10
2015,14-Dec,Meriden,12,Alcohol,31
2015,14-Dec,Meriden,12,Cocaine,7
2015,14-Dec,Meriden,12,Heroin,60
2015,14-Dec,Meriden,12,"Marijuana, Hashish, THC",10
2015,14-Dec,Meriden,12,Other Opiates and Synthetics,16
2015,15-Feb,Middlebury,2,Heroin,6
2015,15-Mar,Middlebury,3,Heroin,6
2015,14-Oct,Middlebury,10,Heroin,9
2015,14-Oct,Windham,10,Cocaine,11
2015,15-Feb,Middlefield,2,Heroin,6
2015,14-Oct,Middlefield,10,Alcohol,6
2015,15-Jan,Middletown,1,Alcohol,65
2015,15-Jan,Middletown,1,Cocaine,6
2015,15-Jan,Middletown,1,Heroin,33
2015,15-Jan,Middletown,1,"Marijuana, Hashish, THC",10
2015,15-Feb,Middletown,2,Alcohol,53
2015,15-Feb,Middletown,2,Cocaine,6
2015,15-Feb,Middletown,2,Heroin,33
2015,15-Mar,Middletown,3,Alcohol,70
2015,15-Mar,Middletown,3,Heroin,38
2015,15-Mar,Middletown,3,Other Opiates and Synthetics,6
2015,15-Apr,Middletown,4,Alcohol,66
2015,15-Apr,Middletown,4,Heroin,36
2015,15-Apr,Middletown,4,"Marijuana, Hashish, THC",6
2015,15-May,Middletown,5,Alcohol,55
2015,15-May,Middletown,5,Heroin,31
2015,15-May,Middletown,5,"Marijuana, Hashish, THC",7
2015,15-Jun,Middletown,6,Alcohol,84
2015,15-Jun,Middletown,6,Cocaine,9
2015,15-Jun,Middletown,6,Heroin,25
2015,15-Jun,Middletown,6,"Marijuana, Hashish, THC",11
2015,14-Jul,Middletown,7,Alcohol,87
2015,14-Jul,Middletown,7,Cocaine,8
2015,14-Jul,Middletown,7,Heroin,37
2015,14-Jul,Middletown,7,"Marijuana, Hashish, THC",12
2015,14-Aug,Middletown,8,Alcohol,74
2015,14-Aug,Middletown,8,Cocaine,6
2015,14-Aug,Middletown,8,Heroin,35
2015,14-Aug,Middletown,8,"Marijuana, Hashish, THC",12
2015,14-Sep,Middletown,9,Alcohol,71
2015,14-Sep,Middletown,9,Heroin,36
2015,14-Sep,Middletown,9,"Marijuana, Hashish, THC",12
2015,14-Oct,Middletown,10,Alcohol,87
2015,14-Oct,Middletown,10,Crack,6
2015,14-Oct,Middletown,10,Heroin,43
2015,14-Oct,Middletown,10,"Marijuana, Hashish, THC",13
2015,14-Nov,Middletown,11,Alcohol,71
2015,14-Nov,Middletown,11,Cocaine,9
2015,14-Nov,Middletown,11,Heroin,22
2015,14-Nov,Middletown,11,"Marijuana, Hashish, THC",11
2015,14-Dec,Middletown,12,Alcohol,51
2015,14-Dec,Middletown,12,Heroin,39
2015,14-Dec,Middletown,12,"Marijuana, Hashish, THC",10
2015,14-Dec,Middletown,12,Other Opiates and Synthetics,6
2015,15-Jan,Milford,1,Alcohol,13
2015,15-Jan,Milford,1,Heroin,18
2015,15-Jan,Milford,1,Other Opiates and Synthetics,6
2015,15-Feb,Milford,2,Alcohol,13
2015,15-Feb,Milford,2,Heroin,12
2015,15-Mar,Milford,3,Alcohol,23
2015,15-Mar,Milford,3,Heroin,16
2015,15-Mar,Milford,3,"Marijuana, Hashish, THC",6
2015,15-Apr,Milford,4,Alcohol,15
2015,15-Apr,Milford,4,Heroin,17
2015,15-May,Milford,5,Alcohol,19
2015,15-Jun,Milford,6,Alcohol,22
2015,15-Jun,Milford,6,Heroin,13
2015,14-Jul,Milford,7,Alcohol,13
2015,14-Jul,Milford,7,Heroin,21
2015,14-Aug,Milford,8,Alcohol,14
2015,14-Aug,Milford,8,Heroin,24
2015,14-Aug,Milford,8,Other Opiates and Synthetics,6
2015,14-Sep,Milford,9,Alcohol,19
2015,14-Sep,Milford,9,Heroin,23
2015,14-Sep,Milford,9,Other Opiates and Synthetics,7
2015,14-Oct,Milford,10,Alcohol,15
2015,14-Oct,Milford,10,Heroin,22
2015,14-Nov,Milford,11,Alcohol,14
2015,14-Nov,Milford,11,Heroin,12
2015,14-Dec,Milford,12,Alcohol,25
2015,14-Dec,Milford,12,Heroin,19
2015,14-Dec,Milford,12,Other Opiates and Synthetics,9
2015,15-Jan,Monroe,1,Heroin,7
2015,15-Mar,Monroe,3,Heroin,7
2015,15-Apr,Monroe,4,Heroin,6
2015,14-Jul,Monroe,7,Heroin,8
2015,14-Oct,Monroe,10,Heroin,6
2015,14-Nov,Monroe,11,Heroin,9
2015,14-Dec,Monroe,12,Heroin,6
2015,15-Jan,Montville,1,Alcohol,7
2015,15-Jan,Montville,1,Heroin,10
2015,15-Feb,Montville,2,Alcohol,10
2015,15-Feb,Montville,2,Heroin,8
2015,15-Mar,Montville,3,Alcohol,12
2015,15-Mar,Montville,3,Heroin,8
2015,15-Apr,Montville,4,Alcohol,8
2015,15-Apr,Montville,4,Heroin,17
2015,15-May,Montville,5,Alcohol,10
2015,15-May,Montville,5,Heroin,13
2015,15-Jun,Montville,6,Alcohol,9
2015,15-Jun,Montville,6,Heroin,12
2015,15-Jun,Montville,6,"Marijuana, Hashish, THC",7
2015,14-Jul,Montville,7,Alcohol,7
2015,14-Jul,Montville,7,Heroin,15
2015,14-Aug,Montville,8,Alcohol,12
2015,14-Aug,Montville,8,Heroin,9
2015,14-Sep,Montville,9,Alcohol,8
2015,14-Sep,Montville,9,Heroin,7
2015,14-Oct,Montville,10,Heroin,9
2015,14-Nov,Montville,11,Alcohol,9
2015,14-Nov,Montville,11,Heroin,10
2015,14-Dec,Montville,12,Alcohol,10
2015,14-Dec,Montville,12,Heroin,8
2015,15-Jan,Naugatuck,1,Alcohol,16
2015,15-Jan,Naugatuck,1,Heroin,34
2015,15-Jan,Naugatuck,1,Other Opiates and Synthetics,7
2015,15-Feb,Naugatuck,2,Alcohol,18
2015,15-Feb,Naugatuck,2,Heroin,22
2015,15-Feb,Naugatuck,2,"Marijuana, Hashish, THC",8
2015,15-Feb,Naugatuck,2,Other Opiates and Synthetics,7
2015,15-Mar,Naugatuck,3,Alcohol,23
2015,15-Mar,Naugatuck,3,Heroin,36
2015,15-Mar,Naugatuck,3,"Marijuana, Hashish, THC",11
2015,15-Mar,Naugatuck,3,Other Opiates and Synthetics,10
2015,15-Apr,Naugatuck,4,Alcohol,21
2015,15-Apr,Naugatuck,4,Heroin,21
2015,15-Apr,Naugatuck,4,"Marijuana, Hashish, THC",12
2015,15-May,Naugatuck,5,Alcohol,13
2015,15-May,Naugatuck,5,Heroin,17
2015,15-Jun,Naugatuck,6,Alcohol,23
2015,15-Jun,Naugatuck,6,Heroin,31
2015,15-Jun,Naugatuck,6,"Marijuana, Hashish, THC",10
2015,14-Jul,Naugatuck,7,Alcohol,22
2015,14-Jul,Naugatuck,7,Heroin,29
2015,14-Jul,Naugatuck,7,"Marijuana, Hashish, THC",6
2015,14-Jul,Naugatuck,7,Other Opiates and Synthetics,6
2015,14-Aug,Naugatuck,8,Alcohol,16
2015,14-Aug,Naugatuck,8,Heroin,22
2015,14-Sep,Naugatuck,9,Alcohol,23
2015,14-Sep,Naugatuck,9,Heroin,16
2015,14-Sep,Naugatuck,9,"Marijuana, Hashish, THC",8
2015,14-Sep,Naugatuck,9,Other Opiates and Synthetics,10
2015,14-Oct,Naugatuck,10,Alcohol,22
2015,14-Oct,Naugatuck,10,Heroin,23
2015,14-Oct,Naugatuck,10,"Marijuana, Hashish, THC",8
2015,14-Nov,Naugatuck,11,Alcohol,17
2015,14-Nov,Naugatuck,11,Heroin,27
2015,14-Nov,Naugatuck,11,Other Opiates and Synthetics,8
2015,14-Dec,Naugatuck,12,Alcohol,18
2015,14-Dec,Naugatuck,12,Heroin,28
2015,14-Dec,Naugatuck,12,"Marijuana, Hashish, THC",9
2015,14-Dec,Naugatuck,12,Other Opiates and Synthetics,8
2015,15-Jan,New Britain,1,Alcohol,73
2015,15-Jan,New Britain,1,Heroin,78
2015,15-Jan,New Britain,1,"Marijuana, Hashish, THC",35
2015,15-Jan,New Britain,1,Other Opiates and Synthetics,6
2015,15-Jan,New Britain,1,PCP,6
2015,15-Feb,New Britain,2,Alcohol,65
2015,15-Feb,New Britain,2,Cocaine,8
2015,15-Feb,New Britain,2,Crack,6
2015,15-Feb,New Britain,2,Heroin,71
2015,15-Feb,New Britain,2,"Marijuana, Hashish, THC",28
2015,15-Feb,New Britain,2,Other Opiates and Synthetics,6
2015,15-Mar,New Britain,3,Alcohol,67
2015,15-Mar,New Britain,3,Cocaine,6
2015,15-Mar,New Britain,3,Heroin,89
2015,15-Mar,New Britain,3,"Marijuana, Hashish, THC",46
2015,15-Apr,New Britain,4,Alcohol,70
2015,15-Apr,New Britain,4,Cocaine,17
2015,15-Apr,New Britain,4,Crack,6
2015,15-Apr,New Britain,4,Heroin,75
2015,15-Apr,New Britain,4,"Marijuana, Hashish, THC",26
2015,15-Apr,New Britain,4,Other Opiates and Synthetics,8
2015,15-Apr,New Britain,4,PCP,7
2015,15-May,New Britain,5,Alcohol,72
2015,15-May,New Britain,5,Cocaine,12
2015,15-May,New Britain,5,Crack,7
2015,15-May,New Britain,5,Heroin,74
2015,15-May,New Britain,5,"Marijuana, Hashish, THC",39
2015,15-Jun,New Britain,6,Alcohol,79
2015,15-Jun,New Britain,6,Cocaine,12
2015,15-Jun,New Britain,6,Crack,10
2015,15-Jun,New Britain,6,Heroin,84
2015,15-Jun,New Britain,6,"Marijuana, Hashish, THC",46
2015,14-Jul,New Britain,7,Alcohol,84
2015,14-Jul,New Britain,7,Cocaine,9
2015,14-Jul,New Britain,7,Heroin,94
2015,14-Jul,New Britain,7,"Marijuana, Hashish, THC",35
2015,14-Aug,New Britain,8,Alcohol,75
2015,14-Aug,New Britain,8,Cocaine,10
2015,14-Aug,New Britain,8,Heroin,80
2015,14-Aug,New Britain,8,"Marijuana, Hashish, THC",44
2015,14-Sep,New Britain,9,Alcohol,81
2015,14-Sep,New Britain,9,Cocaine,10
2015,14-Sep,New Britain,9,Heroin,85
2015,14-Sep,New Britain,9,"Marijuana, Hashish, THC",33
2015,14-Oct,New Britain,10,Alcohol,92
2015,14-Oct,New Britain,10,Heroin,90
2015,14-Oct,New Britain,10,"Marijuana, Hashish, THC",32
2015,14-Oct,New Britain,10,Other Opiates and Synthetics,9
2015,14-Nov,New Britain,11,Alcohol,71
2015,14-Nov,New Britain,11,Cocaine,9
2015,14-Nov,New Britain,11,Crack,6
2015,14-Nov,New Britain,11,Heroin,69
2015,14-Nov,New Britain,11,"Marijuana, Hashish, THC",25
2015,14-Nov,New Britain,11,Other Opiates and Synthetics,8
2015,14-Dec,New Britain,12,Alcohol,66
2015,14-Dec,New Britain,12,Cocaine,6
2015,14-Dec,New Britain,12,Heroin,74
2015,14-Dec,New Britain,12,"Marijuana, Hashish, THC",37
2015,15-Jun,New Haven,6,Benzodiazepines,8
2015,14-Sep,New Canaan,9,Alcohol,6
2015,15-Jan,New Fairfield,1,Alcohol,9
2015,15-Jan,New Fairfield,1,Heroin,6
2015,15-Feb,New Fairfield,2,Heroin,6
2015,15-Mar,New Fairfield,3,Alcohol,9
2015,15-Mar,New Fairfield,3,Heroin,9
2015,15-Apr,New Fairfield,4,Alcohol,6
2015,15-May,New Fairfield,5,Alcohol,7
2015,15-May,New Fairfield,5,Heroin,7
2015,15-Jun,New Fairfield,6,Alcohol,9
2015,14-Jul,New Fairfield,7,Alcohol,8
2015,14-Oct,New Fairfield,10,Alcohol,6
2015,14-Nov,New Fairfield,11,Heroin,6
2015,15-Jan,New Haven,1,Alcohol,145
2015,15-Jan,New Haven,1,Benzodiazepines,10
2015,15-Jan,New Haven,1,Cocaine,21
2015,15-Jan,New Haven,1,Crack,25
2015,15-Jan,New Haven,1,Heroin,149
2015,15-Jan,New Haven,1,"Marijuana, Hashish, THC",66
2015,15-Jan,New Haven,1,Other Opiates and Synthetics,27
2015,15-Jan,New Haven,1,PCP,15
2015,15-Feb,New Haven,2,Alcohol,146
2015,15-Feb,New Haven,2,Benzodiazepines,14
2015,15-Feb,New Haven,2,Cocaine,14
2015,15-Feb,New Haven,2,Crack,20
2015,15-Feb,New Haven,2,Heroin,131
2015,15-Feb,New Haven,2,"Marijuana, Hashish, THC",49
2015,15-Feb,New Haven,2,Other Opiates and Synthetics,16
2015,15-Jun,New Haven,6,Cocaine,18
2015,15-Feb,New Haven,2,PCP,14
2015,15-Mar,New Haven,3,Alcohol,171
2015,15-Mar,New Haven,3,Benzodiazepines,12
2015,15-Mar,New Haven,3,Cocaine,23
2015,15-Mar,New Haven,3,Crack,18
2015,15-Mar,New Haven,3,Heroin,126
2015,15-Mar,New Haven,3,"Marijuana, Hashish, THC",84
2015,15-Mar,New Haven,3,Other Opiates and Synthetics,20
2015,15-Mar,New Haven,3,PCP,25
2015,15-Apr,New Haven,4,Alcohol,161
2015,15-Apr,New Haven,4,Benzodiazepines,9
2015,15-Apr,New Haven,4,Cocaine,29
2015,15-Apr,New Haven,4,Crack,25
2015,15-Apr,New Haven,4,Heroin,104
2015,15-Apr,New Haven,4,"Marijuana, Hashish, THC",67
2015,15-Apr,New Haven,4,Other Opiates and Synthetics,25
2015,15-Apr,New Haven,4,PCP,20
2015,15-May,New Haven,5,Alcohol,143
2015,15-May,New Haven,5,Benzodiazepines,9
2015,15-May,New Haven,5,Cocaine,22
2015,15-May,New Haven,5,Crack,23
2015,15-May,New Haven,5,Heroin,130
2015,15-May,New Haven,5,"Marijuana, Hashish, THC",80
2015,15-May,New Haven,5,Other Opiates and Synthetics,13
2015,15-May,New Haven,5,PCP,14
2015,15-Jun,New Haven,6,Alcohol,158
2015,15-Jun,New Haven,6,Heroin,127
2015,15-Jun,New Haven,6,"Marijuana, Hashish, THC",80
2015,15-Jun,New Haven,6,Other Opiates and Synthetics,14
2015,15-Jun,New Haven,6,PCP,8
2015,14-Jul,New Haven,7,Alcohol,156
2015,14-Jul,New Haven,7,Benzodiazepines,15
2015,14-Jul,New Haven,7,Cocaine,22
2015,14-Jul,New Haven,7,Crack,19
2015,14-Jul,New Haven,7,Heroin,115
2015,14-Jul,New Haven,7,"Marijuana, Hashish, THC",83
2015,14-Jul,New Haven,7,Other Opiates and Synthetics,12
2015,14-Jul,New Haven,7,PCP,22
2015,14-Aug,New Haven,8,Alcohol,141
2015,14-Aug,New Haven,8,Benzodiazepines,16
2015,14-Aug,New Haven,8,Cocaine,15
2015,14-Aug,New Haven,8,Crack,19
2015,14-Aug,New Haven,8,Heroin,109
2015,14-Aug,New Haven,8,"Marijuana, Hashish, THC",68
2015,14-Aug,New Haven,8,PCP,11
2015,14-Sep,New Haven,9,Alcohol,149
2015,15-Apr,New London,4,Alcohol,57
2015,14-Sep,New Haven,9,Benzodiazepines,12
2015,14-Sep,New Haven,9,Cocaine,23
2015,14-Sep,New Haven,9,Crack,26
2015,14-Sep,New Haven,9,Heroin,129
2015,14-Sep,New Haven,9,"Marijuana, Hashish, THC",57
2015,14-Sep,New Haven,9,Other Opiates and Synthetics,14
2015,14-Sep,New Haven,9,PCP,8
2015,14-Oct,New Haven,10,Alcohol,191
2015,14-Oct,New Haven,10,Benzodiazepines,7
2015,14-Oct,New Haven,10,Cocaine,28
2015,14-Oct,New Haven,10,Crack,22
2015,14-Oct,New Haven,10,Heroin,118
2015,14-Oct,New Haven,10,"Marijuana, Hashish, THC",95
2015,14-Oct,New Haven,10,Other Opiates and Synthetics,21
2015,14-Oct,New Haven,10,PCP,17
2015,14-Nov,New Haven,11,Alcohol,125
2015,14-Nov,New Haven,11,Benzodiazepines,6
2015,14-Nov,New Haven,11,Cocaine,15
2015,14-Nov,New Haven,11,Crack,24
2015,14-Nov,New Haven,11,Heroin,112
2015,14-Nov,New Haven,11,"Marijuana, Hashish, THC",76
2015,14-Nov,New Haven,11,Other Opiates and Synthetics,16
2015,14-Nov,New Haven,11,PCP,16
2015,14-Dec,New Haven,12,Alcohol,179
2015,14-Dec,New Haven,12,Benzodiazepines,10
2015,14-Dec,New Haven,12,Cocaine,20
2015,14-Dec,New Haven,12,Crack,25
2015,14-Dec,New Haven,12,Heroin,118
2015,14-Dec,New Haven,12,"Marijuana, Hashish, THC",62
2015,14-Dec,New Haven,12,Other Opiates and Synthetics,9
2015,14-Dec,New Haven,12,PCP,13
2015,15-Jan,New London,1,Alcohol,57
2015,15-Jan,New London,1,Crack,6
2015,15-Jan,New London,1,Heroin,41
2015,15-Jan,New London,1,"Marijuana, Hashish, THC",9
2015,15-Jan,New London,1,Other Opiates and Synthetics,8
2015,15-Feb,New London,2,Alcohol,50
2015,15-Feb,New London,2,Cocaine,7
2015,15-Feb,New London,2,Heroin,46
2015,15-Feb,New London,2,"Marijuana, Hashish, THC",9
2015,15-Feb,New London,2,Other Opiates and Synthetics,6
2015,15-Mar,New London,3,Alcohol,52
2015,15-Mar,New London,3,Heroin,51
2015,15-Mar,New London,3,"Marijuana, Hashish, THC",11
2015,15-Apr,New London,4,Crack,7
2015,15-Apr,New London,4,Heroin,37
2015,15-Apr,New London,4,"Marijuana, Hashish, THC",15
2015,15-Apr,New London,4,Other Opiates and Synthetics,6
2015,15-May,New London,5,Alcohol,57
2015,15-May,New London,5,Cocaine,6
2015,15-May,New London,5,Heroin,38
2015,15-May,New London,5,"Marijuana, Hashish, THC",10
2015,15-Jun,New London,6,Alcohol,70
2015,15-Jun,New London,6,Heroin,41
2015,15-Jun,New London,6,"Marijuana, Hashish, THC",7
2015,14-Jul,New London,7,Alcohol,92
2015,14-Jul,New London,7,Heroin,48
2015,14-Jul,New London,7,"Marijuana, Hashish, THC",9
2015,14-Jul,New London,7,Other Opiates and Synthetics,10
2015,14-Aug,New London,8,Alcohol,58
2015,14-Aug,New London,8,Crack,8
2015,14-Aug,New London,8,Heroin,50
2015,14-Aug,New London,8,"Marijuana, Hashish, THC",13
2015,14-Aug,New London,8,Other Opiates and Synthetics,7
2015,14-Sep,New London,9,Alcohol,83
2015,14-Sep,New London,9,Crack,6
2015,14-Sep,New London,9,Heroin,56
2015,14-Sep,New London,9,"Marijuana, Hashish, THC",9
2015,14-Oct,New London,10,Alcohol,80
2015,14-Oct,New London,10,Cocaine,6
2015,14-Oct,New London,10,Crack,7
2015,14-Oct,New London,10,Heroin,36
2015,14-Oct,New London,10,"Marijuana, Hashish, THC",16
2015,14-Oct,New London,10,Other Opiates and Synthetics,8
2015,14-Nov,New London,11,Alcohol,59
2015,14-Nov,New London,11,Crack,6
2015,14-Nov,New London,11,Heroin,28
2015,14-Nov,New London,11,"Marijuana, Hashish, THC",11
2015,14-Nov,New London,11,Other Opiates and Synthetics,6
2015,14-Dec,New London,12,Alcohol,46
2015,14-Dec,New London,12,Crack,6
2015,14-Dec,New London,12,Heroin,41
2015,14-Dec,New London,12,"Marijuana, Hashish, THC",7
2015,14-Dec,New London,12,Other Opiates and Synthetics,8
2015,15-Jan,New Milford,1,Alcohol,22
2015,15-Jan,New Milford,1,Heroin,14
2015,15-Feb,New Milford,2,Alcohol,13
2015,15-Feb,New Milford,2,Heroin,16
2015,15-Feb,New Milford,2,"Marijuana, Hashish, THC",8
2015,15-Mar,New Milford,3,Alcohol,17
2015,15-Mar,New Milford,3,Heroin,22
2015,15-Mar,New Milford,3,"Marijuana, Hashish, THC",9
2015,15-Apr,New Milford,4,Alcohol,22
2015,15-Apr,New Milford,4,Heroin,20
2015,15-Apr,New Milford,4,"Marijuana, Hashish, THC",7
2015,15-May,New Milford,5,Alcohol,19
2015,15-May,New Milford,5,Heroin,24
2015,15-May,New Milford,5,"Marijuana, Hashish, THC",8
2015,15-Jun,New Milford,6,Alcohol,12
2015,15-Jun,New Milford,6,Heroin,19
2015,15-Jun,New Milford,6,"Marijuana, Hashish, THC",6
2015,14-Jul,New Milford,7,Alcohol,14
2015,14-Jul,New Milford,7,Heroin,15
2015,14-Jul,New Milford,7,"Marijuana, Hashish, THC",7
2015,14-Jul,New Milford,7,Other Opiates and Synthetics,7
2015,14-Aug,New Milford,8,Alcohol,17
2015,14-Aug,New Milford,8,Heroin,12
2015,14-Sep,New Milford,9,Alcohol,18
2015,14-Sep,New Milford,9,Heroin,18
2015,14-Sep,New Milford,9,"Marijuana, Hashish, THC",8
2015,14-Oct,New Milford,10,Alcohol,11
2015,14-Oct,New Milford,10,Heroin,24
2015,14-Nov,New Milford,11,Alcohol,11
2015,14-Nov,New Milford,11,Heroin,19
2015,14-Dec,New Milford,12,Alcohol,13
2015,14-Dec,New Milford,12,Heroin,12
2015,15-Jan,Newington,1,Alcohol,9
2015,15-Jan,Newington,1,Heroin,9
2015,15-Feb,Newington,2,Alcohol,13
2015,15-Feb,Newington,2,Heroin,13
2015,15-Mar,Newington,3,Alcohol,8
2015,15-Mar,Newington,3,Heroin,10
2015,15-Apr,Newington,4,Alcohol,7
2015,15-Apr,Newington,4,Heroin,12
2015,15-May,Newington,5,Heroin,10
2015,15-May,Newington,5,"Marijuana, Hashish, THC",14
2015,15-Jun,Newington,6,Alcohol,18
2015,14-Jul,Newington,7,Alcohol,11
2015,14-Jul,Newington,7,Heroin,10
2015,14-Aug,Newington,8,Alcohol,9
2015,14-Aug,Newington,8,Heroin,13
2015,14-Sep,Newington,9,Alcohol,12
2015,14-Sep,Newington,9,Heroin,16
2015,14-Oct,Newington,10,Alcohol,15
2015,14-Oct,Newington,10,Heroin,17
2015,14-Nov,Newington,11,Alcohol,17
2015,14-Nov,Newington,11,Heroin,9
2015,14-Dec,Newington,12,Alcohol,9
2015,14-Dec,Newington,12,Heroin,11
2015,15-Jan,Newtown,1,Alcohol,16
2015,15-Feb,Newtown,2,Alcohol,11
2015,15-Feb,Newtown,2,Heroin,7
2015,15-Mar,Newtown,3,Alcohol,14
2015,15-Mar,Newtown,3,Heroin,13
2015,15-Apr,Newtown,4,Alcohol,10
2015,15-May,Newtown,5,Alcohol,11
2015,15-Jun,Newtown,6,Alcohol,13
2015,15-Jun,Newtown,6,Heroin,9
2015,14-Jul,Newtown,7,Alcohol,9
2015,14-Jul,Newtown,7,Heroin,11
2015,14-Aug,Newtown,8,Alcohol,15
2015,14-Aug,Newtown,8,Heroin,8
2015,14-Sep,Newtown,9,Alcohol,12
2015,14-Sep,Newtown,9,Heroin,7
2015,14-Sep,Newtown,9,Other Opiates and Synthetics,6
2015,14-Oct,Newtown,10,Alcohol,13
2015,14-Oct,Newtown,10,Heroin,7
2015,14-Nov,Newtown,11,Alcohol,12
2015,14-Nov,Newtown,11,Heroin,15
2015,14-Dec,Newtown,12,Alcohol,9
2015,14-Dec,Newtown,12,Heroin,6
2015,15-Jan,North Branford,1,Alcohol,8
2015,15-Jan,North Branford,1,Heroin,15
2015,15-Feb,North Branford,2,Heroin,9
2015,15-Mar,North Branford,3,Heroin,7
2015,15-Apr,North Branford,4,Alcohol,7
2015,15-Jun,North Branford,6,Alcohol,11
2015,14-Sep,North Branford,9,Alcohol,7
2015,14-Sep,North Branford,9,Heroin,7
2015,14-Oct,North Branford,10,Heroin,11
2015,14-Nov,North Branford,11,Alcohol,6
2015,14-Dec,North Branford,12,Alcohol,9
2015,14-Dec,North Branford,12,Heroin,13
2015,15-Jan,North Haven,1,Heroin,19
2015,15-Mar,North Haven,3,Alcohol,9
2015,15-Mar,North Haven,3,Heroin,11
2015,15-Apr,North Haven,4,Heroin,7
2015,15-May,North Haven,5,Heroin,7
2015,14-Dec,North Haven,12,Other Opiates and Synthetics,11
2015,15-Jun,North Haven,6,Heroin,9
2015,14-Jul,North Haven,7,Alcohol,9
2015,14-Jul,North Haven,7,Heroin,8
2015,14-Aug,North Haven,8,Alcohol,10
2015,14-Aug,North Haven,8,Heroin,10
2015,14-Sep,North Haven,9,Heroin,12
2015,14-Oct,North Haven,10,Alcohol,9
2015,14-Oct,North Haven,10,Heroin,15
2015,14-Nov,North Haven,11,Alcohol,6
2015,14-Nov,North Haven,11,Heroin,13
2015,14-Dec,North Haven,12,Heroin,25
2015,15-Jan,Norwalk,1,Alcohol,29
2015,15-Jan,Norwalk,1,Heroin,19
2015,15-Jan,Norwalk,1,"Marijuana, Hashish, THC",18
2015,15-Feb,Norwalk,2,Alcohol,29
2015,15-Feb,Norwalk,2,Heroin,18
2015,15-Feb,Norwalk,2,"Marijuana, Hashish, THC",18
2015,15-Mar,Norwalk,3,Alcohol,22
2015,15-Mar,Norwalk,3,Cocaine,6
2015,15-Mar,Norwalk,3,Heroin,29
2015,15-Mar,Norwalk,3,"Marijuana, Hashish, THC",26
2015,15-Apr,Norwalk,4,Alcohol,36
2015,15-Apr,Norwalk,4,Cocaine,6
2015,15-Apr,Norwalk,4,Heroin,30
2015,15-Apr,Norwalk,4,"Marijuana, Hashish, THC",26
2015,15-Apr,Norwalk,4,Other Opiates and Synthetics,8
2015,15-May,Norwalk,5,Alcohol,30
2015,15-May,Norwalk,5,Heroin,20
2015,15-May,Norwalk,5,"Marijuana, Hashish, THC",23
2015,15-May,Norwalk,5,Other Opiates and Synthetics,7
2015,15-Jun,Norwalk,6,Alcohol,36
2015,15-Jun,Norwalk,6,Heroin,24
2015,15-Jun,Norwalk,6,"Marijuana, Hashish, THC",13
2015,14-Jul,Norwalk,7,Alcohol,38
2015,14-Jul,Norwalk,7,Cocaine,6
2015,14-Jul,Norwalk,7,Heroin,34
2015,14-Jul,Norwalk,7,"Marijuana, Hashish, THC",24
2015,14-Jul,Norwalk,7,PCP,6
2015,14-Aug,Norwalk,8,Alcohol,37
2015,14-Aug,Norwalk,8,Cocaine,6
2015,14-Aug,Norwalk,8,Heroin,33
2015,14-Aug,Norwalk,8,"Marijuana, Hashish, THC",17
2015,14-Sep,Norwalk,9,Alcohol,35
2015,14-Sep,Norwalk,9,Heroin,33
2015,14-Sep,Norwalk,9,"Marijuana, Hashish, THC",18
2015,14-Oct,Norwalk,10,Alcohol,42
2015,14-Oct,Norwalk,10,Cocaine,8
2015,14-Oct,Norwalk,10,Heroin,28
2015,14-Oct,Norwalk,10,"Marijuana, Hashish, THC",14
2015,14-Nov,Norwalk,11,Alcohol,39
2015,14-Nov,Norwalk,11,Heroin,29
2015,14-Nov,Norwalk,11,"Marijuana, Hashish, THC",15
2015,14-Dec,Norwalk,12,Alcohol,26
2015,14-Dec,Norwalk,12,Heroin,23
